interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
WNT7B_FZD3_LRP6,WNT,WNT7B,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7B - (FZD3+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT7B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",cellsignal_wnt,False,"FZD3, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Direct protein sequencing, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT7B_FZD2_LRP6,WNT,WNT7B,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7B - (FZD2+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT7B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",cellsignal_wnt,False,"FZD2, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT7B_FZD10_LRP6,WNT,WNT7B,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7B - (FZD10+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT7B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",cellsignal_wnt,False,"FZD10, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT7B_FZD1_LRP6,WNT,WNT7B,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7B - (FZD1+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT7B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",cellsignal_wnt,False,"FZD1, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT7A_FZD8_LRP6,WNT,WNT7A,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7A - (FZD8+LRP6),KEGG: hsa04310; PMID: 23209147,True,WNT7A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD8, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Golgi apparatus, Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT7A_FZD7_LRP6,WNT,WNT7A,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7A - (FZD7+LRP6),KEGG: hsa04310; PMID: 23209147,True,WNT7A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD7, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Endosome membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Endosome, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"Frizzled;GPCR, LDLR;Other_receptors",,,True,CellChatDB v1
WNT7A_FZD6_LRP6,WNT,WNT7A,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7A - (FZD6+LRP6),KEGG: hsa04310; PMID: 23209147,True,WNT7A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD6, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Endoplasmic reticulum membrane, Cytoplasmic vesicle membrane, Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Transducer, Disease variant, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endocytosis, Lipoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"Frizzled;GPCR, LDLR;Other_receptors",,,True,CellChatDB v1
WNT7A_FZD5_LRP6,WNT,WNT7A,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7A - (FZD5+LRP6),KEGG: hsa04310; PMID: 23209147,True,WNT7A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD5, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Perikaryon, Cell projection, Axon, Synapse, Golgi apparatus membrane, Dendrite, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Lipid-binding, Receptor, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, Synapse, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT7A_FZD4_LRP6,WNT,WNT7A,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7A - (FZD4+LRP6),KEGG: hsa04310; PMID: 23209147,True,WNT7A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD4, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT7A_FZD3_LRP6,WNT,WNT7A,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7A - (FZD3+LRP6),KEGG: hsa04310; PMID: 23209147,True,WNT7A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD3, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Direct protein sequencing, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT7A_FZD10_LRP6,WNT,WNT7A,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7A - (FZD10+LRP6),KEGG: hsa04310; PMID: 23209147,True,WNT7A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD10, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT7A_FZD1_LRP6,WNT,WNT7A,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7A - (FZD1+LRP6),KEGG: hsa04310; PMID: 23209147,True,WNT7A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD1, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT7B_FZD6_LRP6,WNT,WNT7B,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7B - (FZD6+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT7B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",cellsignal_wnt,False,"FZD6, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Endoplasmic reticulum membrane, Cytoplasmic vesicle membrane, Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Transducer, Disease variant, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endocytosis, Lipoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"Frizzled;GPCR, LDLR;Other_receptors",,,True,CellChatDB v1
WNT7B_FZD7_LRP6,WNT,WNT7B,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7B - (FZD7+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT7B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",cellsignal_wnt,False,"FZD7, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Endosome membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Endosome, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"Frizzled;GPCR, LDLR;Other_receptors",,,True,CellChatDB v1
WNT7A_FZD9_LRP6,WNT,WNT7A,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7A - (FZD9+LRP6),KEGG: hsa04310; PMID: 23209147,True,WNT7A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD9, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"Frizzled;GPCR, LDLR;Other_receptors",,,True,CellChatDB v1
WNT7B_FZD9_LRP6,WNT,WNT7B,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7B - (FZD9+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT7B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",cellsignal_wnt,False,"FZD9, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"Frizzled;GPCR, LDLR;Other_receptors",,,True,CellChatDB v1
WNT8B_FZD2_LRP6,WNT,WNT8B,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT8B - (FZD2+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT8B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",secreted,False,"FZD2, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT7B_FZD8_LRP6,WNT,WNT7B,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT7B - (FZD8+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT7B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",cellsignal_wnt,False,"FZD8, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Golgi apparatus, Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT8B_FZD10_LRP6,WNT,WNT8B,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT8B - (FZD10+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT8B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",secreted,False,"FZD10, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT8B_FZD1_LRP6,WNT,WNT8B,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT8B - (FZD1+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT8B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",secreted,False,"FZD1, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT8A_FZD7_LRP6,WNT,WNT8A,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT8A - (FZD7+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT8A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD7, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Endosome membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Endosome, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"Frizzled;GPCR, LDLR;Other_receptors",,,True,CellChatDB v1
WNT8B_FZD4_LRP6,WNT,WNT8B,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT8B - (FZD4+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT8B,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein",secreted,False,"FZD4, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT8A_FZD4_LRP6,WNT,WNT8A,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT8A - (FZD4+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT8A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD4, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT8A_FZD2_LRP6,WNT,WNT8A,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT8A - (FZD2+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT8A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD2, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT8A_FZD10_LRP6,WNT,WNT8A,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT8A - (FZD10+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT8A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD10, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
